source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
hyperparam_max_iter,hyperparam_seed,0.45000002,0.0,0.0,0.0,False,3
hyperparam_batch_size_x_is_parallel,energy_gpu_min_watts,0.55,-4.105907803873409,-4.910665733432597,-3.3011498743142207,True,1
hyperparam_batch_size_x_is_parallel,model_mnist_rnn,0.5,-0.5343694689225578,-0.6391058848313791,-0.42963305301373644,True,0
hyperparam_batch_size_x_is_parallel,hyperparam_batch_size,0.4,0.20898396198890223,-0.05387170271085062,0.4718396266886551,False,8
hyperparam_batch_size_x_is_parallel,perf_final_training_loss,0.35,,,,True,5
hyperparam_batch_size_x_is_parallel,perf_eval_samples_per_second,0.4,,,,True,2
hyperparam_batch_size_x_is_parallel,perf_map,0.35,,,,True,2
hyperparam_batch_size_x_is_parallel,perf_rank1,0.35,,,,True,4
hyperparam_batch_size_x_is_parallel,perf_rank5,0.45000002,,,,True,2
hyperparam_batch_size_x_is_parallel,perf_top10_accuracy,0.5,,,,True,1
hyperparam_batch_size_x_is_parallel,perf_recall,0.35,,,,True,4
hyperparam_epochs_x_is_parallel,is_parallel,0.45000002,-1.5765282965098917,-1.8855278426258304,-1.267528750393953,True,0
hyperparam_epochs_x_is_parallel,perf_test_accuracy,0.35,0.058273498879257875,0.04685189309892333,0.06969510465959242,True,2
hyperparam_epochs_x_is_parallel,perf_top10_accuracy,0.4,,,,True,1
hyperparam_epochs_x_is_parallel,perf_precision,0.35,,,,True,2
hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,0.35,0.0,0.0,0.0,False,3
hyperparam_l2_regularization_x_is_parallel,perf_final_training_loss,0.35,0.0,0.0,0.0,False,5
hyperparam_dropout_x_is_parallel,hyperparam_batch_size,0.65000004,0.0,0.0,0.0,False,8
hyperparam_alpha_x_is_parallel,hyperparam_batch_size,0.45000002,0.0,0.0,0.0,False,8
hyperparam_kfold_x_is_parallel,hyperparam_batch_size,0.45000002,0.0,0.0,0.0,False,8
hyperparam_kfold_x_is_parallel,perf_recall,0.35,0.0,0.0,0.0,False,4
hyperparam_max_iter_x_is_parallel,hyperparam_batch_size,0.45000002,0.0,0.0,0.0,False,8
hyperparam_max_iter_x_is_parallel,perf_recall,0.35,0.0,0.0,0.0,False,4
