source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent
hyperparam_epochs_x_is_parallel,energy_gpu_util_max_percent,0.45000001788139343,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_util_max_percent的效应
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_min_watts
energy_cpu_pkg_joules,energy_gpu_util_max_percent,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_max_percent
energy_cpu_ram_joules,energy_gpu_total_joules,0.45000001788139343,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules
energy_cpu_ram_joules,energy_gpu_min_watts,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_min_watts
hyperparam_learning_rate,perf_recall,0.45000001788139343,main_effect,yes,strong,hyperparam,performance,other,learning_rate直接影响recall
hyperparam_dropout,perf_recall,0.45000001788139343,main_effect,yes,strong,hyperparam,performance,other,dropout直接影响recall
hyperparam_learning_rate_x_is_parallel,perf_recall,0.45000001788139343,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对recall的效应
hyperparam_epochs,is_parallel,0.4000000059604645,irrelevant,yes,strong,hyperparam,mode,other,epochs → is_parallel
energy_gpu_avg_watts,perf_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → accuracy
energy_cpu_ram_joules,energy_gpu_avg_watts,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_avg_watts
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.4000000059604645,moderation,yes,strong,interaction,interaction,other,并行模式调节epochs对learning_rate_x_parallel的效应
energy_cpu_pkg_joules,energy_gpu_util_avg_percent,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_avg_percent
hyperparam_epochs,energy_gpu_avg_watts,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_avg_watts
energy_cpu_total_joules,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_util_max_percent
hyperparam_epochs,energy_gpu_util_max_percent,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_util_max_percent
energy_cpu_total_joules,hyperparam_epochs,0.4000000059604645,irrelevant,yes,strong,energy,hyperparam,other,cpu_total_joules → epochs
perf_recall,perf_precision,0.4000000059604645,irrelevant,yes,strong,performance,performance,other,recall → precision
energy_gpu_min_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent
energy_cpu_pkg_joules,energy_gpu_max_watts,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_max_watts
hyperparam_dropout_x_is_parallel,hyperparam_dropout,0.4000000059604645,moderation,yes,strong,interaction,hyperparam,other,并行模式调节dropout对dropout的效应
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.4000000059604645,moderation,yes,strong,interaction,hyperparam,other,并行模式调节learning_rate对learning_rate的效应
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4000000059604645,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules
hyperparam_epochs_x_is_parallel,perf_precision,0.4000000059604645,moderation,yes,strong,interaction,performance,other,并行模式调节epochs对precision的效应
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius
hyperparam_learning_rate_x_is_parallel,perf_accuracy,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对accuracy的效应
energy_cpu_pkg_joules,energy_gpu_min_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_min_watts
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius
perf_accuracy,hyperparam_dropout,0.3499999940395355,irrelevant,yes,strong,performance,hyperparam,other,accuracy → dropout
energy_gpu_avg_watts,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules
energy_cpu_total_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_avg_celsius
energy_cpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent
hyperparam_l2_regularization_x_is_parallel,perf_recall,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节l2_regularization对recall的效应
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent
energy_gpu_util_avg_percent,perf_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → accuracy
energy_gpu_total_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_avg_celsius
energy_gpu_min_watts,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts
energy_gpu_total_joules,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,0.3499999940395355,moderation,yes,strong,interaction,interaction,other,并行模式调节learning_rate对l2_regularization_x_parallel的效应
hyperparam_epochs_x_is_parallel,is_parallel,0.3499999940395355,moderation,yes,strong,interaction,mode,other,并行模式调节epochs对is_parallel的效应
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate,0.3499999940395355,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对learning_rate的效应
energy_cpu_pkg_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_temp_avg_celsius
hyperparam_epochs_x_is_parallel,energy_gpu_avg_watts,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_avg_watts的效应
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.30000001192092896,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应
hyperparam_epochs_x_is_parallel,hyperparam_dropout,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对dropout的效应
energy_cpu_pkg_joules,is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,mode,other,cpu_pkg_joules → is_parallel
energy_cpu_ram_joules,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,cpu_ram_joules → accuracy
hyperparam_l2_regularization,energy_gpu_max_watts,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,l2_regularization直接影响gpu_max_watts
energy_cpu_total_joules,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,perf_recall,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,gpu_total_joules → recall
energy_cpu_ram_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_ram_joules → epochs
energy_gpu_total_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,gpu_total_joules → epochs
energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,gpu_total_joules → epochs_x_parallel
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius
hyperparam_epochs,hyperparam_dropout,0.30000001192092896,irrelevant,yes,strong,hyperparam,hyperparam,other,epochs → dropout
energy_cpu_ram_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,cpu_ram_joules → epochs_x_parallel
energy_gpu_util_max_percent,energy_gpu_max_watts,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts
energy_gpu_min_watts,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → accuracy
energy_gpu_min_watts,perf_precision,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → precision
energy_gpu_avg_watts,perf_precision,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → precision
hyperparam_dropout_x_is_parallel,energy_gpu_temp_avg_celsius,0.30000001192092896,moderation,yes,strong,interaction,mediator,other,并行模式调节dropout对gpu_temp_avg_celsius的效应
energy_cpu_pkg_joules,energy_cpu_total_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_ram_joules
hyperparam_learning_rate_x_is_parallel,perf_precision,0.30000001192092896,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对precision的效应
energy_cpu_total_joules,hyperparam_dropout,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_total_joules → dropout
perf_precision,perf_recall,0.30000001192092896,irrelevant,yes,strong,performance,performance,other,precision → recall
perf_recall,hyperparam_learning_rate,0.30000001192092896,irrelevant,yes,strong,performance,hyperparam,other,recall → learning_rate
energy_cpu_total_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,cpu_total_joules → epochs_x_parallel
energy_cpu_total_joules,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,cpu_total_joules → accuracy
energy_gpu_temp_max_celsius,energy_gpu_max_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_max_watts
energy_gpu_temp_max_celsius,perf_recall,0.25,irrelevant,yes,moderate,mediator,performance,Q2,gpu_temp_max_celsius → recall
hyperparam_l2_regularization_x_is_parallel,perf_precision,0.25,moderation,yes,moderate,interaction,performance,other,并行模式调节l2_regularization对precision的效应
hyperparam_epochs_x_is_parallel,energy_gpu_temp_avg_celsius,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节epochs对gpu_temp_avg_celsius的效应
energy_gpu_total_joules,hyperparam_l2_regularization,0.25,irrelevant,yes,moderate,energy,hyperparam,other,gpu_total_joules → l2_regularization
hyperparam_learning_rate,perf_accuracy,0.25,main_effect,yes,moderate,hyperparam,performance,other,learning_rate直接影响accuracy
hyperparam_learning_rate,energy_gpu_util_max_percent,0.25,main_effect,yes,moderate,hyperparam,mediator,other,learning_rate直接影响gpu_util_max_percent
energy_gpu_total_joules,is_parallel,0.25,irrelevant,yes,moderate,energy,mode,other,gpu_total_joules → is_parallel
energy_gpu_avg_watts,hyperparam_l2_regularization,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_avg_watts → l2_regularization
energy_gpu_max_watts,energy_gpu_util_max_percent,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_max_percent
hyperparam_epochs,energy_gpu_total_joules,0.25,main_effect,yes,moderate,hyperparam,energy,Q1,epochs直接影响gpu_total_joules
energy_cpu_ram_joules,is_parallel,0.25,irrelevant,yes,moderate,energy,mode,other,cpu_ram_joules → is_parallel
energy_cpu_total_joules,energy_gpu_max_watts,0.25,mediator,yes,moderate,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_max_watts
perf_precision,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,performance,hyperparam,other,precision → learning_rate
hyperparam_l2_regularization_x_is_parallel,energy_gpu_max_watts,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节l2_regularization对gpu_max_watts的效应
energy_gpu_max_watts,perf_accuracy,0.25,irrelevant,yes,moderate,mediator,performance,Q2,gpu_max_watts → accuracy
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_temp_avg_celsius
energy_gpu_temp_max_celsius,perf_precision,0.25,irrelevant,yes,moderate,mediator,performance,Q2,gpu_temp_max_celsius → precision
energy_gpu_total_joules,energy_gpu_min_watts,0.25,mediator,yes,moderate,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_min_watts
perf_recall,hyperparam_dropout,0.25,irrelevant,yes,moderate,performance,hyperparam,other,recall → dropout
energy_gpu_temp_avg_celsius,hyperparam_epochs_x_is_parallel,0.25,irrelevant,yes,moderate,mediator,interaction,other,gpu_temp_avg_celsius → epochs_x_parallel
hyperparam_dropout_x_is_parallel,perf_accuracy,0.25,moderation,yes,moderate,interaction,performance,other,并行模式调节dropout对accuracy的效应
hyperparam_learning_rate_x_is_parallel,energy_gpu_max_watts,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节learning_rate对gpu_max_watts的效应
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,energy_cpu_total_joules,0.25,mediator,yes,moderate,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_total_joules
energy_cpu_ram_joules,energy_gpu_temp_max_celsius,0.25,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_max_percent
energy_gpu_temp_avg_celsius,hyperparam_epochs,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_temp_avg_celsius → epochs
is_parallel,energy_cpu_ram_joules,0.25,mode_effect,yes,moderate,mode,energy,other,is_parallel → cpu_ram_joules
perf_recall,perf_accuracy,0.25,irrelevant,yes,moderate,performance,performance,other,recall → accuracy
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_max_watts
hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,0.25,moderation,yes,moderate,interaction,interaction,other,并行模式调节learning_rate对epochs_x_parallel的效应
hyperparam_epochs_x_is_parallel,energy_gpu_util_avg_percent,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节epochs对gpu_util_avg_percent的效应
perf_accuracy,perf_precision,0.25,irrelevant,yes,moderate,performance,performance,other,accuracy → precision
hyperparam_l2_regularization,energy_gpu_temp_max_celsius,0.25,main_effect,yes,moderate,hyperparam,mediator,other,l2_regularization直接影响gpu_temp_max_celsius
perf_accuracy,energy_gpu_min_watts,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,accuracy → gpu_min_watts
hyperparam_l2_regularization,hyperparam_l2_regularization_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,l2_regularization → l2_regularization_x_parallel
hyperparam_l2_regularization,energy_gpu_avg_watts,0.20000000298023224,main_effect,yes,moderate,hyperparam,mediator,other,l2_regularization直接影响gpu_avg_watts
energy_cpu_total_joules,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_util_avg_percent
hyperparam_learning_rate_x_is_parallel,hyperparam_l2_regularization,0.20000000298023224,moderation,yes,moderate,interaction,hyperparam,other,并行模式调节learning_rate对l2_regularization的效应
hyperparam_learning_rate_x_is_parallel,energy_gpu_util_avg_percent,0.20000000298023224,moderation,yes,moderate,interaction,mediator,other,并行模式调节learning_rate对gpu_util_avg_percent的效应
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.20000000298023224,mediator,yes,moderate,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_pkg_joules
energy_cpu_ram_joules,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_max_watts
hyperparam_dropout,hyperparam_dropout_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,dropout → dropout_x_parallel
is_parallel,energy_gpu_util_avg_percent,0.20000000298023224,mode_effect,yes,moderate,mode,mediator,other,is_parallel → gpu_util_avg_percent
is_parallel,hyperparam_epochs,0.20000000298023224,mode_effect,yes,moderate,mode,hyperparam,other,is_parallel → epochs
energy_gpu_avg_watts,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_util_avg_percent
is_parallel,energy_gpu_max_watts,0.20000000298023224,mode_effect,yes,moderate,mode,mediator,other,is_parallel → gpu_max_watts
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_temp_max_celsius
hyperparam_dropout,perf_accuracy,0.20000000298023224,main_effect,yes,moderate,hyperparam,performance,other,dropout直接影响accuracy
energy_gpu_total_joules,energy_cpu_ram_joules,0.20000000298023224,mediator,yes,moderate,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_ram_joules
perf_recall,hyperparam_dropout_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,performance,interaction,other,recall → dropout_x_parallel
perf_recall,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,performance,interaction,other,recall → learning_rate_x_parallel
perf_recall,energy_gpu_temp_max_celsius,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,recall → gpu_temp_max_celsius
energy_gpu_total_joules,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,energy,interaction,other,gpu_total_joules → learning_rate_x_parallel
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_temp_avg_celsius
hyperparam_learning_rate,perf_precision,0.20000000298023224,main_effect,yes,moderate,hyperparam,performance,other,learning_rate直接影响precision
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,learning_rate → learning_rate_x_parallel
energy_gpu_total_joules,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_util_avg_percent
energy_gpu_total_joules,energy_gpu_util_max_percent,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_util_max_percent
energy_cpu_ram_joules,hyperparam_dropout,0.20000000298023224,irrelevant,yes,moderate,energy,hyperparam,other,cpu_ram_joules → dropout
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_temp_max_celsius
energy_gpu_util_avg_percent,hyperparam_learning_rate,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_util_avg_percent → learning_rate
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_avg_watts
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_max_watts
perf_precision,energy_gpu_util_max_percent,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,precision → gpu_util_max_percent
perf_precision,energy_gpu_min_watts,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,precision → gpu_min_watts
hyperparam_epochs,energy_cpu_ram_joules,0.20000000298023224,main_effect,yes,moderate,hyperparam,energy,Q1,epochs直接影响cpu_ram_joules
energy_gpu_temp_max_celsius,perf_accuracy,0.20000000298023224,irrelevant,yes,moderate,mediator,performance,Q2,gpu_temp_max_celsius → accuracy
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_avg_watts
energy_cpu_total_joules,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_epochs,perf_accuracy,0.20000000298023224,main_effect,yes,moderate,hyperparam,performance,other,epochs直接影响accuracy
hyperparam_epochs,perf_precision,0.20000000298023224,main_effect,yes,moderate,hyperparam,performance,other,epochs直接影响precision
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,epochs → epochs_x_parallel
hyperparam_epochs,energy_gpu_temp_max_celsius,0.20000000298023224,main_effect,yes,moderate,hyperparam,mediator,other,epochs直接影响gpu_temp_max_celsius
hyperparam_epochs,energy_gpu_util_avg_percent,0.20000000298023224,main_effect,yes,moderate,hyperparam,mediator,other,epochs直接影响gpu_util_avg_percent
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_avg_celsius
energy_cpu_ram_joules,hyperparam_l2_regularization,0.20000000298023224,irrelevant,yes,moderate,energy,hyperparam,other,cpu_ram_joules → l2_regularization
hyperparam_l2_regularization_x_is_parallel,perf_accuracy,0.20000000298023224,moderation,yes,moderate,interaction,performance,other,并行模式调节l2_regularization对accuracy的效应
hyperparam_l2_regularization_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,moderation,yes,moderate,interaction,interaction,other,并行模式调节l2_regularization对learning_rate_x_parallel的效应
hyperparam_l2_regularization_x_is_parallel,energy_gpu_temp_max_celsius,0.20000000298023224,moderation,yes,moderate,interaction,mediator,other,并行模式调节l2_regularization对gpu_temp_max_celsius的效应
