source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
energy_cpu_pkg_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_pkg_joules → seed
energy_gpu_total_joules,energy_gpu_temp_max_celsius,0.75,mediator,yes,very_strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,energy_gpu_avg_watts,0.6500000357627869,mediator,yes,very_strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,perf_final_training_loss,0.550000011920929,moderation,yes,very_strong,interaction,performance,other,并行模式调节learning_rate对final_training_loss的效应
energy_cpu_ram_joules,energy_gpu_avg_watts,0.5,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,energy_gpu_temp_max_celsius,0.5,moderation,yes,strong,interaction,mediator,other,并行模式调节learning_rate对gpu_temp_max_celsius的效应
energy_cpu_pkg_joules,energy_gpu_util_avg_percent,0.5,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_avg_percent
hyperparam_epochs_x_is_parallel,energy_gpu_util_avg_percent,0.5,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_util_avg_percent的效应
perf_eval_samples_per_second,energy_gpu_avg_watts,0.5,irrelevant,yes,strong,performance,mediator,Q2,eval_samples_per_second → gpu_avg_watts
energy_gpu_temp_max_celsius,energy_gpu_max_watts,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_max_watts
energy_cpu_ram_joules,energy_gpu_max_watts,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_max_watts
energy_cpu_total_joules,energy_gpu_temp_max_celsius,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_cpu_total_joules,energy_gpu_total_joules,0.45000001788139343,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响gpu_total_joules
energy_cpu_ram_joules,energy_gpu_temp_avg_celsius,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_temp_avg_celsius
energy_gpu_total_joules,energy_gpu_temp_avg_celsius,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_avg_celsius
perf_eval_samples_per_second,energy_gpu_min_watts,0.45000001788139343,irrelevant,yes,strong,performance,mediator,Q2,eval_samples_per_second → gpu_min_watts
hyperparam_learning_rate,perf_final_training_loss,0.45000001788139343,main_effect,yes,strong,hyperparam,performance,other,learning_rate直接影响final_training_loss
hyperparam_learning_rate_x_is_parallel,energy_gpu_max_watts,0.45000001788139343,moderation,yes,strong,interaction,mediator,other,并行模式调节learning_rate对gpu_max_watts的效应
perf_eval_samples_per_second,energy_gpu_max_watts,0.45000001788139343,irrelevant,yes,strong,performance,mediator,Q2,eval_samples_per_second → gpu_max_watts
hyperparam_epochs_x_is_parallel,perf_eval_loss,0.4000000059604645,moderation,yes,strong,interaction,performance,other,并行模式调节epochs对eval_loss的效应
energy_gpu_min_watts,is_parallel,0.4000000059604645,irrelevant,yes,strong,mediator,mode,other,gpu_min_watts → is_parallel
energy_gpu_min_watts,energy_gpu_avg_watts,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_avg_watts
hyperparam_epochs,perf_eval_loss,0.4000000059604645,main_effect,yes,strong,hyperparam,performance,other,epochs直接影响eval_loss
is_parallel,energy_gpu_temp_max_celsius,0.4000000059604645,mode_effect,yes,strong,mode,mediator,other,is_parallel → gpu_temp_max_celsius
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应
hyperparam_epochs,energy_gpu_max_watts,0.3499999940395355,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_max_watts
energy_gpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_ram_joules
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_avg_watts
energy_gpu_util_avg_percent,energy_cpu_ram_joules,0.3499999940395355,mediator,yes,strong,mediator,energy,Q3,gpu_util_avg_percent通过某种机制影响cpu_ram_joules
perf_final_training_loss,energy_gpu_max_watts,0.3499999940395355,irrelevant,yes,strong,performance,mediator,Q2,final_training_loss → gpu_max_watts
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius
energy_gpu_avg_watts,perf_final_training_loss,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → final_training_loss
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_avg_celsius
energy_gpu_max_watts,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_avg_watts
hyperparam_epochs_x_is_parallel,energy_gpu_temp_avg_celsius,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_avg_celsius的效应
energy_cpu_total_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_avg_celsius
energy_gpu_total_joules,perf_eval_loss,0.3499999940395355,irrelevant,yes,strong,energy,performance,Q2,gpu_total_joules → eval_loss
hyperparam_learning_rate_x_is_parallel,is_parallel,0.3499999940395355,moderation,yes,strong,interaction,mode,other,并行模式调节learning_rate对is_parallel的效应
energy_cpu_total_joules,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.3499999940395355,moderation,yes,strong,interaction,hyperparam,other,并行模式调节learning_rate对learning_rate的效应
energy_cpu_total_joules,is_parallel,0.3499999940395355,irrelevant,yes,strong,energy,mode,other,cpu_total_joules → is_parallel
hyperparam_l2_regularization_x_is_parallel,energy_gpu_temp_max_celsius,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节l2_regularization对gpu_temp_max_celsius的效应
energy_cpu_total_joules,energy_cpu_pkg_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules
hyperparam_epochs,perf_final_training_loss,0.30000001192092896,main_effect,yes,strong,hyperparam,performance,other,epochs直接影响final_training_loss
hyperparam_learning_rate_x_is_parallel,energy_gpu_avg_watts,0.30000001192092896,moderation,yes,strong,interaction,mediator,other,并行模式调节learning_rate对gpu_avg_watts的效应
perf_eval_samples_per_second,energy_gpu_util_avg_percent,0.30000001192092896,irrelevant,yes,strong,performance,mediator,Q2,eval_samples_per_second → gpu_util_avg_percent
energy_gpu_total_joules,energy_gpu_max_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_max_watts
energy_gpu_min_watts,perf_eval_samples_per_second,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → eval_samples_per_second
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节l2_regularization对l2_regularization的效应
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius
hyperparam_learning_rate,energy_gpu_max_watts,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,learning_rate直接影响gpu_max_watts
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_max_celsius
energy_cpu_ram_joules,energy_cpu_total_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_total_joules
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_util_avg_percent
energy_gpu_temp_avg_celsius,perf_final_training_loss,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_temp_avg_celsius → final_training_loss
perf_eval_samples_per_second,perf_eval_loss,0.30000001192092896,irrelevant,yes,strong,performance,performance,other,eval_samples_per_second → eval_loss
energy_cpu_ram_joules,energy_gpu_total_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules
energy_gpu_total_joules,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_util_avg_percent
energy_cpu_pkg_joules,energy_cpu_total_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules
energy_cpu_pkg_joules,energy_gpu_temp_avg_celsius,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_temp_avg_celsius
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,hyperparam,interaction,other,learning_rate → learning_rate_x_parallel
hyperparam_epochs_x_is_parallel,hyperparam_epochs,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对epochs的效应
hyperparam_l2_regularization,hyperparam_l2_regularization_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,hyperparam,interaction,other,l2_regularization → l2_regularization_x_parallel
energy_gpu_min_watts,perf_eval_loss,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → eval_loss
