source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent
hyperparam_epochs_x_is_parallel,energy_gpu_util_max_percent,0.45000001788139343,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_util_max_percent的效应
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_min_watts
energy_cpu_pkg_joules,energy_gpu_util_max_percent,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_max_percent
energy_cpu_ram_joules,energy_gpu_total_joules,0.45000001788139343,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules
energy_cpu_ram_joules,energy_gpu_min_watts,0.45000001788139343,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_min_watts
hyperparam_learning_rate,perf_recall,0.45000001788139343,main_effect,yes,strong,hyperparam,performance,other,learning_rate直接影响recall
hyperparam_dropout,perf_recall,0.45000001788139343,main_effect,yes,strong,hyperparam,performance,other,dropout直接影响recall
hyperparam_learning_rate_x_is_parallel,perf_recall,0.45000001788139343,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对recall的效应
hyperparam_epochs,is_parallel,0.4000000059604645,irrelevant,yes,strong,hyperparam,mode,other,epochs → is_parallel
energy_gpu_avg_watts,perf_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → accuracy
energy_cpu_ram_joules,energy_gpu_avg_watts,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_avg_watts
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.4000000059604645,moderation,yes,strong,interaction,interaction,other,并行模式调节epochs对learning_rate_x_parallel的效应
energy_cpu_pkg_joules,energy_gpu_util_avg_percent,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_avg_percent
hyperparam_epochs,energy_gpu_avg_watts,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_avg_watts
energy_cpu_total_joules,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_util_max_percent
hyperparam_epochs,energy_gpu_util_max_percent,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_util_max_percent
energy_cpu_total_joules,hyperparam_epochs,0.4000000059604645,irrelevant,yes,strong,energy,hyperparam,other,cpu_total_joules → epochs
perf_recall,perf_precision,0.4000000059604645,irrelevant,yes,strong,performance,performance,other,recall → precision
energy_gpu_min_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent
energy_cpu_pkg_joules,energy_gpu_max_watts,0.4000000059604645,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_max_watts
hyperparam_dropout_x_is_parallel,hyperparam_dropout,0.4000000059604645,moderation,yes,strong,interaction,hyperparam,other,并行模式调节dropout对dropout的效应
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.4000000059604645,moderation,yes,strong,interaction,hyperparam,other,并行模式调节learning_rate对learning_rate的效应
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4000000059604645,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules
hyperparam_epochs_x_is_parallel,perf_precision,0.4000000059604645,moderation,yes,strong,interaction,performance,other,并行模式调节epochs对precision的效应
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius
hyperparam_learning_rate_x_is_parallel,perf_accuracy,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对accuracy的效应
energy_cpu_pkg_joules,energy_gpu_min_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_min_watts
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius
perf_accuracy,hyperparam_dropout,0.3499999940395355,irrelevant,yes,strong,performance,hyperparam,other,accuracy → dropout
energy_gpu_avg_watts,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules
energy_cpu_total_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_avg_celsius
energy_cpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent
hyperparam_l2_regularization_x_is_parallel,perf_recall,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节l2_regularization对recall的效应
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent
energy_gpu_util_avg_percent,perf_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → accuracy
energy_gpu_total_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_avg_celsius
energy_gpu_min_watts,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts
energy_gpu_total_joules,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,0.3499999940395355,moderation,yes,strong,interaction,interaction,other,并行模式调节learning_rate对l2_regularization_x_parallel的效应
hyperparam_epochs_x_is_parallel,is_parallel,0.3499999940395355,moderation,yes,strong,interaction,mode,other,并行模式调节epochs对is_parallel的效应
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate,0.3499999940395355,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对learning_rate的效应
energy_cpu_pkg_joules,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_temp_avg_celsius
hyperparam_epochs_x_is_parallel,energy_gpu_avg_watts,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_avg_watts的效应
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.30000001192092896,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应
hyperparam_epochs_x_is_parallel,hyperparam_dropout,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对dropout的效应
energy_cpu_pkg_joules,is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,mode,other,cpu_pkg_joules → is_parallel
energy_cpu_ram_joules,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,cpu_ram_joules → accuracy
hyperparam_l2_regularization,energy_gpu_max_watts,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,l2_regularization直接影响gpu_max_watts
energy_cpu_total_joules,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_total_joules,perf_recall,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,gpu_total_joules → recall
energy_cpu_ram_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_ram_joules → epochs
energy_gpu_total_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,gpu_total_joules → epochs
energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,gpu_total_joules → epochs_x_parallel
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius
hyperparam_epochs,hyperparam_dropout,0.30000001192092896,irrelevant,yes,strong,hyperparam,hyperparam,other,epochs → dropout
energy_cpu_ram_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,cpu_ram_joules → epochs_x_parallel
energy_gpu_util_max_percent,energy_gpu_max_watts,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts
energy_gpu_min_watts,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → accuracy
energy_gpu_min_watts,perf_precision,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → precision
energy_gpu_avg_watts,perf_precision,0.30000001192092896,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → precision
hyperparam_dropout_x_is_parallel,energy_gpu_temp_avg_celsius,0.30000001192092896,moderation,yes,strong,interaction,mediator,other,并行模式调节dropout对gpu_temp_avg_celsius的效应
energy_cpu_pkg_joules,energy_cpu_total_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_ram_joules
hyperparam_learning_rate_x_is_parallel,perf_precision,0.30000001192092896,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对precision的效应
energy_cpu_total_joules,hyperparam_dropout,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_total_joules → dropout
perf_precision,perf_recall,0.30000001192092896,irrelevant,yes,strong,performance,performance,other,precision → recall
perf_recall,hyperparam_learning_rate,0.30000001192092896,irrelevant,yes,strong,performance,hyperparam,other,recall → learning_rate
energy_cpu_total_joules,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,energy,interaction,other,cpu_total_joules → epochs_x_parallel
energy_cpu_total_joules,perf_accuracy,0.30000001192092896,irrelevant,yes,strong,energy,performance,Q2,cpu_total_joules → accuracy
