source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ci_lower,ci_upper,ate_computed,error_message
energy_gpu_avg_watts,perf_accuracy,0.4000000059604645,irrelevant,True,strong,mediator,performance,Q2,gpu_avg_watts → accuracy,-1432.717324434389,-2210.669955713658,-654.7646931551199,True,
hyperparam_epochs,energy_gpu_avg_watts,0.4000000059604645,main_effect,False,strong,hyperparam,mediator,other,epochs直接影响gpu_avg_watts,-5.873355542733918,-12.607444382902901,0.8607332974350657,True,
hyperparam_epochs,energy_gpu_util_max_percent,0.4000000059604645,main_effect,False,strong,hyperparam,mediator,other,epochs直接影响gpu_util_max_percent,0.539393939393932,-0.2181590687493422,1.2969469475372062,True,
energy_gpu_min_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,True,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent,1.6666666666666714,1.2048735966600148,2.128459736673328,True,
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4000000059604645,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,23673.914166666655,19877.712757350982,27470.115575982327,True,
hyperparam_epochs_x_is_parallel,perf_precision,0.4000000059604645,moderation,False,strong,interaction,performance,other,并行模式调节epochs对precision的效应,-0.014734571428571486,-0.06618628899013476,0.03671714613299178,True,
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,False,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius,0.020849485275618918,-0.27820040815848507,0.3198993787097229,True,
hyperparam_learning_rate_x_is_parallel,perf_accuracy,0.3499999940395355,moderation,False,strong,interaction,performance,other,并行模式调节learning_rate对accuracy的效应,108.22596984126983,-895.7357900044714,1112.1877296870111,True,
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,-0.3333333333333286,-0.5173891488075388,-0.14927751785911833,True,
energy_gpu_avg_watts,energy_gpu_total_joules,0.3499999940395355,mediator,False,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules,32996.50305555563,-3190.8817664156304,69183.8878775269,True,
energy_cpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules,1287.5316666666663,1016.1059266280963,1558.9574067052363,True,
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent,2.0182146899165474,1.6045238002902875,2.431905579542807,True,
hyperparam_l2_regularization_x_is_parallel,perf_recall,0.3499999940395355,moderation,False,strong,interaction,performance,other,并行模式调节l2_regularization对recall的效应,-0.016481551515151516,-0.06713866492412604,0.034175561893823016,True,
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent,1.7777777777777857,1.339315256328062,2.2162402992275094,True,
energy_gpu_util_avg_percent,perf_accuracy,0.3499999940395355,irrelevant,False,strong,mediator,performance,Q2,gpu_util_avg_percent → accuracy,181.57341142857138,-580.698734158728,943.8455570158708,True,
energy_gpu_min_watts,energy_gpu_max_watts,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts,-1.067777777777735,-1.6761901936216987,-0.4593653619337714,True,
hyperparam_epochs_x_is_parallel,energy_gpu_avg_watts,0.3499999940395355,moderation,False,strong,interaction,mediator,other,并行模式调节epochs对gpu_avg_watts的效应,-2.0720868272133544,-8.26527534812272,4.121101693696011,True,
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.3000000119209289,moderation,False,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应,-0.028571428571424917,-0.2873675919723399,0.23022473482949007,True,
hyperparam_l2_regularization,energy_gpu_max_watts,0.3000000119209289,main_effect,False,strong,hyperparam,mediator,other,l2_regularization直接影响gpu_max_watts,0.25333333333338715,-0.4486745378358583,0.9553412045026326,True,
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.3000000119209289,main_effect,False,strong,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius,0.18650303629638643,-0.17823690919543217,0.551242981788205,True,
energy_gpu_util_max_percent,energy_gpu_max_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts,,,,True,
energy_gpu_min_watts,perf_accuracy,0.3000000119209289,irrelevant,False,strong,mediator,performance,Q2,gpu_min_watts → accuracy,-457.5136611111111,-1282.9662340819352,367.938911859713,True,
energy_gpu_min_watts,perf_precision,0.3000000119209289,irrelevant,False,strong,mediator,performance,Q2,gpu_min_watts → precision,-0.01657719444444461,-0.0473490791197473,0.014194690230858082,True,
energy_gpu_avg_watts,perf_precision,0.3000000119209289,irrelevant,True,strong,mediator,performance,Q2,gpu_avg_watts → precision,0.03875030555555581,0.009092540195843882,0.06840807091526774,True,
hyperparam_dropout_x_is_parallel,energy_gpu_temp_avg_celsius,0.3000000119209289,moderation,True,strong,interaction,mediator,other,并行模式调节dropout对gpu_temp_avg_celsius的效应,0.8391493394214393,0.5389596160034853,1.1393390628393933,True,
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,24920.425833333327,20869.777176411528,28971.074490255127,True,
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_ram_joules,1235.0766666666664,950.5879293642113,1519.5654039691215,True,
hyperparam_learning_rate_x_is_parallel,perf_precision,0.3000000119209289,moderation,False,strong,interaction,performance,other,并行模式调节learning_rate对precision的效应,-0.015093233333333345,-0.06612403390636998,0.03593756723970329,True,
