source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ate_ci_lower,ate_ci_upper,ate_is_significant,ate_confounders_count
energy_gpu_avg_watts,energy_gpu_total_joules,0.4000000059604645,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules,0.3517680022443674,0.28282147380447137,0.4207145306842634,True,6
energy_gpu_util_avg_percent,perf_test_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → test_accuracy,0.9034784779945392,0.7263966963076095,1.080560259681469,True,10
energy_gpu_max_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_max_percent,0.9106053976530395,0.7321267397130438,1.0890840555930352,True,8
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_util_avg_percent,,,,,0
model_siamese,energy_gpu_total_joules,0.3499999940395355,control_effect,yes,strong,control,energy,other,模型控制变量的影响,0.25949338754724777,0.2086326835879872,0.31035409150650833,True,4
hyperparam_batch_size_x_is_parallel,energy_gpu_util_avg_percent,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节batch_size对gpu_util_avg_percent的效应,0.46137819918131556,0.3709480721417777,0.5518083262208534,True,3
hyperparam_batch_size,perf_test_accuracy,0.3499999940395355,main_effect,yes,strong,hyperparam,performance,other,batch_size直接影响test_accuracy,-1.72976671717809,-2.0688009937449956,-1.3907324406111843,True,9
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_avg_watts,,,,,0
energy_cpu_total_joules,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响gpu_total_joules,0.7694125635074416,0.618607701059983,0.9202174259549002,True,4
energy_gpu_util_max_percent,perf_test_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_max_percent → test_accuracy,2.8873530583981903,2.321431858952145,3.4532742578442357,True,10
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent,0.1344917650535643,0.1081313791030657,0.16085215100406292,True,4
hyperparam_batch_size_x_is_parallel,energy_cpu_total_joules,0.3499999940395355,moderation,yes,strong,interaction,energy,Q1,并行模式调节batch_size对cpu_total_joules的效应,-0.2597718208948694,-0.31068709779026377,-0.20885654399947498,True,0
energy_gpu_util_max_percent,energy_gpu_avg_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_avg_watts,0.016434364896921967,0.013213229377125262,0.019655500416718673,True,4
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius,1.3649996155314448,1.0974596908872816,1.632539540175608,True,4
energy_gpu_avg_watts,energy_gpu_util_avg_percent,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_util_avg_percent,,,,,0
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,-0.10531773080433156,-0.12596000604198054,-0.08467545556668257,True,4
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_pkg_joules,-0.09916419687072253,-0.11860037945738415,-0.07972801428406091,True,1
hyperparam_batch_size,energy_gpu_max_watts,0.3000000119209289,main_effect,yes,strong,hyperparam,mediator,other,batch_size直接影响gpu_max_watts,-1.1376557350190524,-1.3606362590827867,-0.9146752109553181,True,6
model_mnist_rnn,energy_gpu_max_watts,0.3000000119209289,control_effect,yes,strong,control,mediator,other,模型控制变量的影响,0.0595603200684388,0.0478864973350248,0.0712341428018528,True,6
energy_gpu_min_watts,energy_gpu_max_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts,-0.2409525776567491,-0.2881792828774719,-0.1937258724360263,True,6
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_avg_celsius,0.3691114856652687,0.29676563447487603,0.44145733685566135,True,2
model_mnist_ff,energy_gpu_max_watts,0.3000000119209289,control_effect,yes,strong,control,mediator,other,模型控制变量的影响,-0.020755427029440426,-0.02482349072721075,-0.0166873633316701,True,6
is_parallel,perf_test_accuracy,0.3000000119209289,mode_effect,yes,strong,mode,performance,other,is_parallel → test_accuracy,1.0174827087189806,0.8180560978100604,1.2169093196279008,True,9
energy_gpu_min_watts,energy_gpu_util_max_percent,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent,-0.09508573920314486,-0.11372254408696125,-0.07644893431932848,True,4
hyperparam_batch_size_x_is_parallel,energy_gpu_total_joules,0.3000000119209289,moderation,yes,strong,interaction,energy,Q1,并行模式调节batch_size对gpu_total_joules的效应,0.6713388441008896,0.5397564306571152,0.802921257544664,True,4
