group_id,intervention,metric1,metric2,ate1,ate2,sign1,sign2,is_significant
group3_person_reid,energy_gpu_temp_max_celsius,energy_cpu_ram_joules,model_hrnet18,0.0044617687447164,0.0301419177969542,-,+,True
group3_person_reid,energy_gpu_temp_max_celsius,energy_cpu_ram_joules,hyperparam_learning_rate_x_is_parallel,0.0044617687447164,0.0369170249567053,-,+,True
group3_person_reid,energy_gpu_util_avg_percent,energy_gpu_total_joules,energy_gpu_temp_max_celsius,1.1933339295219991,-0.0057576062172338,-,+,True
group3_person_reid,energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,model_hrnet18,-0.0057576062172338,-0.0533976242152719,+,-,True
group3_person_reid,energy_gpu_util_max_percent,energy_cpu_ram_joules,model_hrnet18,0.6863328200393024,0.0632002937005617,-,+,True
group3_person_reid,energy_gpu_util_max_percent,energy_gpu_min_watts,model_hrnet18,0.3694134682322966,0.0632002937005617,-,+,True
group3_person_reid,hyperparam_epochs,energy_gpu_min_watts,energy_gpu_total_joules,-0.0196077458707023,0.1050568923401062,+,-,True
group3_person_reid,hyperparam_epochs,energy_gpu_min_watts,model_hrnet18,-0.0196077458707023,-0.0334138850748242,+,-,True
group3_person_reid,hyperparam_epochs,energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.1050568923401062,0.0738323384152828,-,+,True
group3_person_reid,hyperparam_epochs,model_hrnet18,hyperparam_epochs_x_is_parallel,-0.0334138850748242,0.0738323384152828,-,+,True
group4_bug_localization,energy_cpu_ram_joules,energy_gpu_min_watts,energy_gpu_total_joules,0.2159279383867136,-0.0113054558664908,-,+,True
group4_bug_localization,energy_cpu_ram_joules,energy_gpu_min_watts,energy_gpu_util_max_percent,0.2159279383867136,-0.011309485921349,-,+,True
group4_bug_localization,energy_gpu_temp_avg_celsius,energy_gpu_max_watts,energy_gpu_min_watts,0.2467997761510148,-0.1068607932726329,-,+,True
group4_bug_localization,energy_gpu_temp_avg_celsius,energy_gpu_max_watts,energy_gpu_util_avg_percent,0.2467997761510148,-0.0455299165673509,-,+,True
group4_bug_localization,energy_gpu_util_max_percent,energy_gpu_total_joules,energy_gpu_temp_max_celsius,0.0524662930096401,-0.8095810553421459,-,+,True
group5_mrt_oast,energy_cpu_pkg_joules,energy_gpu_total_joules,is_parallel,0.118022292535127,0.377534320874092,-,+,True
group5_mrt_oast,energy_cpu_ram_joules,energy_gpu_total_joules,hyperparam_epochs,0.1805734665235581,0.0384582057871574,-,+,True
group5_mrt_oast,energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,-0.0071161045712765,0.0038765672497073,+,-,True
group5_mrt_oast,energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,hyperparam_epochs,-0.0071161045712765,-0.00833249758213,+,-,True
group5_mrt_oast,energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,hyperparam_epochs,-0.0433997785677466,-0.0005982740938037,+,-,True
group5_mrt_oast,hyperparam_learning_rate,energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.0043581697806939,-0.0013055893143477,-,+,True
group5_mrt_oast,hyperparam_learning_rate,energy_gpu_avg_watts,hyperparam_epochs,0.0043581697806939,0.0001350376184159,-,+,True
group5_mrt_oast,hyperparam_learning_rate,energy_gpu_avg_watts,hyperparam_dropout,0.0043581697806939,0.0018001503647079,-,+,True
group6_resnet,energy_cpu_ram_joules,energy_gpu_avg_watts,energy_gpu_max_watts,0.0023425576861956,-0.086765786933494,-,+,True
group6_resnet,energy_cpu_ram_joules,energy_gpu_avg_watts,energy_gpu_min_watts,0.0023425576861956,-0.436755416261544,-,+,True
group6_resnet,energy_cpu_ram_joules,energy_gpu_max_watts,energy_gpu_temp_avg_celsius,-0.086765786933494,0.2857433426759993,+,-,True
group6_resnet,energy_cpu_ram_joules,energy_gpu_min_watts,energy_gpu_temp_avg_celsius,-0.436755416261544,0.2857433426759993,+,-,True
group6_resnet,energy_gpu_temp_max_celsius,energy_gpu_avg_watts,energy_gpu_util_max_percent,-0.0250900436462568,0.1016525888411672,+,-,True
group6_resnet,energy_gpu_util_avg_percent,energy_gpu_avg_watts,energy_gpu_util_max_percent,-0.0069571043107411,0.1691421202077165,+,-,True
group6_resnet,hyperparam_epochs,energy_gpu_avg_watts,hyperparam_epochs_x_is_parallel,0.0420140747449187,0.3756759994538292,-,+,True
group6_resnet,hyperparam_epochs,energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.0571736521372421,0.3756759994538292,-,+,True
group6_resnet,hyperparam_epochs,energy_gpu_temp_avg_celsius,hyperparam_epochs_x_is_parallel,0.0533783717586978,0.3756759994538292,-,+,True
