source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ate_ci_lower,ate_ci_upper,ate_is_significant,ate_confounders_count
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent,0.2524567700923154,0.20297524315422155,0.3019382970304092,True,4
energy_gpu_util_avg_percent,perf_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → accuracy,-0.19361352846380644,-0.2315617800427125,-0.1556652768849004,True,4
energy_gpu_min_watts,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts,-1.6994585162204143,-2.0325523853996157,-1.366364647041213,True,5
hyperparam_epochs_x_is_parallel,energy_gpu_avg_watts,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_avg_watts的效应,0.5697151984991806,0.4580510195933412,0.6813793774050201,True,1
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.3000000119209289,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应,0.3168642937343875,0.25475889216244757,0.37896969530632746,True,1
hyperparam_l2_regularization,energy_gpu_max_watts,0.3000000119209289,main_effect,yes,strong,hyperparam,mediator,other,l2_regularization直接影响gpu_max_watts,0.2988217632038852,0.24025269761592372,0.3573908287918467,True,3
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.3000000119209289,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius,-0.06777708877622397,-0.08106139817636387,-0.05449277937608407,True,2
energy_gpu_util_max_percent,energy_gpu_max_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts,-0.4107164039530123,-0.4912168191278027,-0.3302159887782219,True,5
energy_gpu_min_watts,perf_accuracy,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → accuracy,3.8551236077829367,3.099519380657481,4.610727834908392,True,5
energy_gpu_min_watts,perf_precision,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → precision,-3.9508034431234873,-4.725160917975691,-3.176445968271284,True,6
energy_gpu_avg_watts,perf_precision,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → precision,0.35982759502964123,0.2893013864038315,0.43035380365545095,True,5
hyperparam_dropout_x_is_parallel,energy_gpu_temp_avg_celsius,0.3000000119209289,moderation,yes,strong,interaction,mediator,other,并行模式调节dropout对gpu_temp_avg_celsius的效应,-0.09243884326187428,-0.11055685654120163,-0.07432082998254692,True,2
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,,,,,0
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_ram_joules,0.9506701329189693,0.7643387868668513,1.1370014789710874,True,1
hyperparam_learning_rate_x_is_parallel,perf_precision,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对precision的效应,0.06416037379223528,0.051584940528957166,0.0767358070555134,True,4
