source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.4000000059604645,irrelevant,yes,strong,hyperparam,interaction,other,learning_rate → learning_rate_x_parallel
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_util_avg_percent
perf_test_accuracy,hyperparam_learning_rate,0.3499999940395355,irrelevant,yes,strong,performance,hyperparam,other,test_accuracy → learning_rate
model_siamese,energy_gpu_total_joules,0.3499999940395355,control_effect,yes,strong,control,energy,other,模型控制变量的影响
hyperparam_batch_size_x_is_parallel,energy_gpu_util_avg_percent,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节batch_size对gpu_util_avg_percent的效应
hyperparam_batch_size,perf_test_accuracy,0.3499999940395355,main_effect,yes,strong,hyperparam,performance,other,batch_size直接影响test_accuracy
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_avg_watts
model_mnist_ff,is_parallel,0.3499999940395355,control_effect,yes,strong,control,mode,other,模型控制变量的影响
energy_cpu_total_joules,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_max_watts
energy_gpu_temp_avg_celsius,model_mnist_rnn,0.3499999940395355,irrelevant,yes,strong,mediator,control,other,gpu_temp_avg_celsius → model_mnist_rnn
energy_cpu_total_joules,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响gpu_total_joules
energy_gpu_util_max_percent,perf_test_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_max_percent → test_accuracy
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent
hyperparam_batch_size_x_is_parallel,energy_cpu_total_joules,0.3499999940395355,moderation,yes,strong,interaction,energy,Q1,并行模式调节batch_size对cpu_total_joules的效应
energy_gpu_util_max_percent,energy_gpu_avg_watts,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_avg_watts
energy_cpu_pkg_joules,energy_gpu_avg_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_avg_watts
energy_cpu_total_joules,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_temp_max_celsius
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius
energy_cpu_total_joules,energy_gpu_min_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_min_watts
energy_gpu_temp_avg_celsius,hyperparam_learning_rate,0.30000001192092896,irrelevant,yes,strong,mediator,hyperparam,other,gpu_temp_avg_celsius → learning_rate
energy_gpu_temp_avg_celsius,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,mediator,hyperparam,other,gpu_temp_avg_celsius → epochs
energy_gpu_avg_watts,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_util_avg_percent
energy_gpu_temp_avg_celsius,model_siamese,0.30000001192092896,irrelevant,yes,strong,mediator,control,other,gpu_temp_avg_celsius → model_siamese
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius
model_mnist_rnn,model_siamese,0.30000001192092896,control_effect,yes,strong,control,control,other,模型控制变量的影响
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.30000001192092896,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_pkg_joules
energy_gpu_temp_avg_celsius,model_mnist_ff,0.30000001192092896,irrelevant,yes,strong,mediator,control,other,gpu_temp_avg_celsius → model_mnist_ff
hyperparam_batch_size,energy_gpu_max_watts,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,batch_size直接影响gpu_max_watts
model_mnist_rnn,hyperparam_learning_rate,0.30000001192092896,control_effect,yes,strong,control,hyperparam,other,模型控制变量的影响
model_mnist_rnn,energy_gpu_max_watts,0.30000001192092896,control_effect,yes,strong,control,mediator,other,模型控制变量的影响
energy_cpu_total_joules,energy_gpu_avg_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_avg_watts
model_mnist_ff,hyperparam_batch_size,0.30000001192092896,control_effect,yes,strong,control,hyperparam,other,模型控制变量的影响
energy_gpu_util_max_percent,model_siamese,0.30000001192092896,irrelevant,yes,strong,mediator,control,other,gpu_util_max_percent → model_siamese
hyperparam_learning_rate_x_is_parallel,hyperparam_epochs,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节learning_rate对epochs的效应
energy_gpu_min_watts,energy_gpu_max_watts,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_avg_celsius
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate,0.30000001192092896,moderation,yes,strong,interaction,hyperparam,other,并行模式调节epochs对learning_rate的效应
model_mnist_ff,hyperparam_learning_rate,0.30000001192092896,control_effect,yes,strong,control,hyperparam,other,模型控制变量的影响
model_mnist_ff,energy_gpu_max_watts,0.30000001192092896,control_effect,yes,strong,control,mediator,other,模型控制变量的影响
energy_cpu_pkg_joules,energy_gpu_util_max_percent,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_util_max_percent
energy_cpu_pkg_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_pkg_joules → epochs
is_parallel,perf_test_accuracy,0.30000001192092896,mode_effect,yes,strong,mode,performance,other,is_parallel → test_accuracy
energy_gpu_min_watts,energy_gpu_util_max_percent,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent
energy_cpu_total_joules,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_util_avg_percent
hyperparam_batch_size_x_is_parallel,energy_gpu_total_joules,0.30000001192092896,moderation,yes,strong,interaction,energy,Q1,并行模式调节batch_size对gpu_total_joules的效应
energy_cpu_total_joules,hyperparam_epochs_x_is_parallel,0.25,irrelevant,yes,moderate,energy,interaction,other,cpu_total_joules → epochs_x_parallel
energy_cpu_pkg_joules,energy_gpu_total_joules,0.25,mediator,yes,moderate,energy,energy,Q3,cpu_pkg_joules通过某种机制影响gpu_total_joules
model_mnist_ff,energy_gpu_min_watts,0.25,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
model_mnist_ff,energy_gpu_temp_max_celsius,0.25,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
model_mnist_ff,hyperparam_learning_rate_x_is_parallel,0.25,control_effect,yes,moderate,control,interaction,other,模型控制变量的影响
energy_gpu_min_watts,energy_gpu_total_joules,0.25,mediator,yes,moderate,mediator,energy,Q3,gpu_min_watts通过某种机制影响gpu_total_joules
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_max_celsius
hyperparam_learning_rate,hyperparam_epochs,0.25,irrelevant,yes,moderate,hyperparam,hyperparam,other,learning_rate → epochs
energy_cpu_total_joules,model_mnist_ff,0.25,irrelevant,yes,moderate,energy,control,other,cpu_total_joules → model_mnist_ff
energy_cpu_total_joules,model_siamese,0.25,irrelevant,yes,moderate,energy,control,other,cpu_total_joules → model_siamese
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_temp_avg_celsius
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_util_max_percent
energy_gpu_avg_watts,model_mnist_rnn,0.25,irrelevant,yes,moderate,mediator,control,other,gpu_avg_watts → model_mnist_rnn
model_mnist_rnn,energy_gpu_avg_watts,0.25,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
energy_gpu_util_max_percent,model_mnist_rnn,0.25,irrelevant,yes,moderate,mediator,control,other,gpu_util_max_percent → model_mnist_rnn
perf_test_accuracy,model_mnist_ff,0.25,irrelevant,yes,moderate,performance,control,other,test_accuracy → model_mnist_ff
energy_cpu_ram_joules,model_mnist_ff,0.25,irrelevant,yes,moderate,energy,control,other,cpu_ram_joules → model_mnist_ff
energy_cpu_ram_joules,model_mnist_rnn,0.25,irrelevant,yes,moderate,energy,control,other,cpu_ram_joules → model_mnist_rnn
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_max_watts
energy_gpu_total_joules,model_mnist_rnn,0.25,irrelevant,yes,moderate,energy,control,other,gpu_total_joules → model_mnist_rnn
energy_gpu_temp_avg_celsius,is_parallel,0.25,irrelevant,yes,moderate,mediator,mode,other,gpu_temp_avg_celsius → is_parallel
energy_cpu_ram_joules,energy_cpu_total_joules,0.25,mediator,yes,moderate,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_total_joules
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.25,irrelevant,yes,moderate,hyperparam,interaction,other,epochs → epochs_x_parallel
model_siamese,is_parallel,0.25,control_effect,yes,moderate,control,mode,other,模型控制变量的影响
energy_gpu_avg_watts,is_parallel,0.25,irrelevant,yes,moderate,mediator,mode,other,gpu_avg_watts → is_parallel
energy_gpu_avg_watts,model_mnist_ff,0.25,irrelevant,yes,moderate,mediator,control,other,gpu_avg_watts → model_mnist_ff
model_mnist_rnn,perf_test_accuracy,0.25,control_effect,yes,moderate,control,performance,other,模型控制变量的影响
model_mnist_rnn,is_parallel,0.25,control_effect,yes,moderate,control,mode,other,模型控制变量的影响
energy_cpu_total_joules,is_parallel,0.25,irrelevant,yes,moderate,energy,mode,other,cpu_total_joules → is_parallel
energy_gpu_temp_avg_celsius,energy_gpu_min_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_min_watts
energy_cpu_ram_joules,energy_gpu_util_max_percent,0.25,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_util_max_percent
model_siamese,model_mnist_rnn,0.25,control_effect,yes,moderate,control,control,other,模型控制变量的影响
energy_gpu_temp_avg_celsius,perf_test_accuracy,0.25,irrelevant,yes,moderate,mediator,performance,Q2,gpu_temp_avg_celsius → test_accuracy
energy_gpu_max_watts,energy_gpu_min_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_min_watts
energy_gpu_max_watts,model_mnist_rnn,0.25,irrelevant,yes,moderate,mediator,control,other,gpu_max_watts → model_mnist_rnn
energy_gpu_temp_max_celsius,energy_gpu_min_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_min_watts
model_siamese,hyperparam_epochs,0.25,control_effect,yes,moderate,control,hyperparam,other,模型控制变量的影响
model_mnist_ff,energy_gpu_util_avg_percent,0.25,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
hyperparam_epochs_x_is_parallel,hyperparam_epochs,0.25,moderation,yes,moderate,interaction,hyperparam,other,并行模式调节epochs对epochs的效应
energy_gpu_util_max_percent,energy_gpu_max_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_temp_avg_celsius
hyperparam_batch_size_x_is_parallel,energy_gpu_temp_max_celsius,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节batch_size对gpu_temp_max_celsius的效应
energy_cpu_ram_joules,hyperparam_epochs,0.25,irrelevant,yes,moderate,energy,hyperparam,other,cpu_ram_joules → epochs
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent
energy_gpu_min_watts,hyperparam_batch_size,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_min_watts → batch_size
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,moderation,yes,moderate,interaction,interaction,other,并行模式调节epochs对learning_rate_x_parallel的效应
hyperparam_epochs_x_is_parallel,perf_test_accuracy,0.20000000298023224,moderation,yes,moderate,interaction,performance,other,并行模式调节epochs对test_accuracy的效应
energy_gpu_max_watts,perf_test_accuracy,0.20000000298023224,irrelevant,yes,moderate,mediator,performance,Q2,gpu_max_watts → test_accuracy
energy_gpu_min_watts,hyperparam_epochs,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_min_watts → epochs
is_parallel,hyperparam_epochs_x_is_parallel,0.20000000298023224,mode_effect,yes,moderate,mode,interaction,other,is_parallel → epochs_x_parallel
energy_cpu_pkg_joules,model_mnist_ff,0.20000000298023224,irrelevant,yes,moderate,energy,control,other,cpu_pkg_joules → model_mnist_ff
hyperparam_batch_size_x_is_parallel,energy_gpu_util_max_percent,0.20000000298023224,moderation,yes,moderate,interaction,mediator,other,并行模式调节batch_size对gpu_util_max_percent的效应
energy_gpu_max_watts,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_avg_watts
energy_gpu_max_watts,energy_gpu_temp_max_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_temp_max_celsius
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_avg_watts
model_mnist_rnn,energy_gpu_min_watts,0.20000000298023224,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
energy_cpu_ram_joules,energy_gpu_temp_avg_celsius,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_temp_avg_celsius
energy_cpu_pkg_joules,model_mnist_rnn,0.20000000298023224,irrelevant,yes,moderate,energy,control,other,cpu_pkg_joules → model_mnist_rnn
hyperparam_learning_rate_x_is_parallel,perf_test_accuracy,0.20000000298023224,moderation,yes,moderate,interaction,performance,other,并行模式调节learning_rate对test_accuracy的效应
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_util_avg_percent
energy_gpu_avg_watts,energy_gpu_util_max_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_util_max_percent
energy_gpu_max_watts,hyperparam_batch_size,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_max_watts → batch_size
energy_gpu_max_watts,hyperparam_epochs,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_max_watts → epochs
energy_gpu_total_joules,model_siamese,0.20000000298023224,irrelevant,yes,moderate,energy,control,other,gpu_total_joules → model_siamese
energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,energy,interaction,other,gpu_total_joules → epochs_x_parallel
energy_cpu_ram_joules,energy_gpu_min_watts,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_min_watts
hyperparam_epochs,hyperparam_learning_rate_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,epochs → learning_rate_x_parallel
energy_cpu_ram_joules,perf_test_accuracy,0.20000000298023224,irrelevant,yes,moderate,energy,performance,Q2,cpu_ram_joules → test_accuracy
perf_test_accuracy,energy_gpu_min_watts,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,test_accuracy → gpu_min_watts
perf_test_accuracy,energy_gpu_temp_max_celsius,0.20000000298023224,irrelevant,yes,moderate,performance,mediator,Q2,test_accuracy → gpu_temp_max_celsius
model_siamese,energy_gpu_min_watts,0.20000000298023224,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
energy_gpu_util_avg_percent,model_mnist_ff,0.20000000298023224,irrelevant,yes,moderate,mediator,control,other,gpu_util_avg_percent → model_mnist_ff
is_parallel,energy_gpu_util_max_percent,0.20000000298023224,mode_effect,yes,moderate,mode,mediator,other,is_parallel → gpu_util_max_percent
energy_gpu_util_max_percent,hyperparam_batch_size,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_util_max_percent → batch_size
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_max_watts
energy_gpu_util_avg_percent,hyperparam_epochs,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_util_avg_percent → epochs
energy_gpu_util_avg_percent,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,mediator,interaction,other,gpu_util_avg_percent → epochs_x_parallel
is_parallel,hyperparam_learning_rate,0.20000000298023224,mode_effect,yes,moderate,mode,hyperparam,other,is_parallel → learning_rate
is_parallel,energy_gpu_max_watts,0.20000000298023224,mode_effect,yes,moderate,mode,mediator,other,is_parallel → gpu_max_watts
energy_gpu_temp_max_celsius,hyperparam_batch_size,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_temp_max_celsius → batch_size
energy_gpu_temp_max_celsius,hyperparam_learning_rate,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_temp_max_celsius → learning_rate
energy_gpu_total_joules,energy_gpu_util_max_percent,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_util_max_percent
hyperparam_learning_rate,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,hyperparam,interaction,other,learning_rate → epochs_x_parallel
perf_test_accuracy,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,performance,interaction,other,test_accuracy → epochs_x_parallel
model_mnist_ff,energy_gpu_total_joules,0.20000000298023224,control_effect,yes,moderate,control,energy,other,模型控制变量的影响
model_mnist_ff,energy_gpu_util_max_percent,0.20000000298023224,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
energy_gpu_util_max_percent,hyperparam_epochs,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_util_max_percent → epochs
model_mnist_rnn,energy_gpu_util_avg_percent,0.20000000298023224,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
model_mnist_rnn,energy_gpu_util_max_percent,0.20000000298023224,control_effect,yes,moderate,control,mediator,other,模型控制变量的影响
energy_cpu_pkg_joules,energy_gpu_min_watts,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_min_watts
energy_cpu_pkg_joules,energy_gpu_temp_avg_celsius,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_temp_avg_celsius
hyperparam_batch_size_x_is_parallel,hyperparam_epochs,0.20000000298023224,moderation,yes,moderate,interaction,hyperparam,other,并行模式调节batch_size对epochs的效应
