source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ci_lower,ci_upper,ate_computed,error_message
hyperparam_epochs,energy_gpu_max_watts,0.3499999940395355,main_effect,False,strong,hyperparam,mediator,other,epochs直接影响gpu_max_watts,0.029333333333283917,-0.3178162967699443,0.3764829634365121,True,
energy_gpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,True,strong,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_ram_joules,3290.145833333332,2470.7418792017543,4109.54978746491,True,
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_avg_watts,-10.669250376901829,-15.141097279754504,-6.197403474049152,True,
energy_gpu_util_avg_percent,energy_cpu_ram_joules,0.3499999940395355,mediator,True,strong,mediator,energy,Q3,gpu_util_avg_percent通过某种机制影响cpu_ram_joules,1724.4158333333344,674.5061247397273,2774.3255419269417,True,
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius,0.6235829133043467,0.370898726059354,0.8762671005493394,True,
energy_gpu_avg_watts,perf_final_training_loss,0.3499999940395355,irrelevant,False,strong,mediator,performance,Q2,gpu_avg_watts → final_training_loss,0.01727500000000004,-0.013003050541523634,0.047553050541523714,True,
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_avg_celsius,0.3258281237121423,0.04411298731081065,0.607543260113474,True,
energy_gpu_max_watts,energy_gpu_avg_watts,0.3499999940395355,mediator,False,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_avg_watts,1.3638952304569898,-2.4506543117441595,5.178444772658139,True,
hyperparam_epochs_x_is_parallel,energy_gpu_temp_avg_celsius,0.3499999940395355,moderation,True,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_avg_celsius的效应,0.9810475108658494,0.583255890403868,1.3788391313278308,True,
hyperparam_l2_regularization_x_is_parallel,energy_gpu_temp_max_celsius,0.3499999940395355,moderation,True,strong,interaction,mediator,other,并行模式调节l2_regularization对gpu_temp_max_celsius的效应,0.3076923076923066,0.046552339781922025,0.5688322756026911,True,
energy_cpu_total_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,59595.37805555554,46551.29450929717,72639.46160181392,True,
hyperparam_epochs,perf_final_training_loss,0.3000000119209289,main_effect,False,strong,hyperparam,performance,other,epochs直接影响final_training_loss,-0.019825000000000093,-0.0886689081332591,0.04901890813325892,True,
hyperparam_learning_rate_x_is_parallel,energy_gpu_avg_watts,0.3000000119209289,moderation,False,strong,interaction,mediator,other,并行模式调节learning_rate对gpu_avg_watts的效应,-4.426424264524968,-9.760401826626692,0.9075532975767562,True,
energy_gpu_min_watts,perf_eval_samples_per_second,0.3000000119209289,irrelevant,True,strong,mediator,performance,Q2,gpu_min_watts → eval_samples_per_second,-6.76574999999999,-8.199939005922289,-5.33156099407769,True,
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3000000119209289,mediator,False,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,-0.1666666666666572,-0.3539157580455534,0.020582424712239034,True,
hyperparam_learning_rate,energy_gpu_max_watts,0.3000000119209289,main_effect,False,strong,hyperparam,mediator,other,learning_rate直接影响gpu_max_watts,0.04727272727268428,-0.35273136642537956,0.4472768209707481,True,
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.3000000119209289,mediator,False,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_max_celsius,-0.055555555555542924,-0.24638868672153644,0.1352775756104506,True,
energy_cpu_ram_joules,energy_cpu_total_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_total_joules,55007.60499999998,39519.629962168794,70495.58003783117,True,
energy_gpu_temp_avg_celsius,perf_final_training_loss,0.3000000119209289,irrelevant,False,strong,mediator,performance,Q2,gpu_temp_avg_celsius → final_training_loss,0.02058055555555549,-0.009583877313693968,0.050744988424804946,True,
energy_cpu_ram_joules,energy_gpu_total_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules,304309.9025000003,228047.82877317053,380571.9762268301,True,
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,62461.10888888886,48610.94665786324,76311.27111991448,True,
energy_gpu_min_watts,perf_eval_loss,0.3000000119209289,irrelevant,False,strong,mediator,performance,Q2,gpu_min_watts → eval_loss,0.022244572639465332,-0.004717942801178033,0.049207088080108694,True,
