source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ci_lower,ci_upper,ate_computed,error_message
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,True,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,14.333333333333336,11.835051059252272,16.8316156074144,True,
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3499999940395355,mediator,True,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,22661.597111111114,16491.442697578364,28831.751524643863,True,
energy_gpu_util_max_percent,perf_top20_accuracy,0.3499999940395355,irrelevant,True,strong,mediator,performance,Q2,gpu_util_max_percent → top20_accuracy,,,,True,
hyperparam_kfold,energy_gpu_min_watts,0.3499999940395355,main_effect,False,strong,hyperparam,mediator,other,kfold直接影响gpu_min_watts,-15.216057692307693,-33.87032862324814,3.438213238632759,True,
energy_gpu_min_watts,energy_gpu_total_joules,0.3000000119209289,mediator,True,strong,mediator,energy,Q3,gpu_min_watts通过某种机制影响gpu_total_joules,37446.971111111125,28782.73159307583,46111.210629146415,True,
hyperparam_kfold_x_is_parallel,perf_top5_accuracy,0.3000000119209289,moderation,False,strong,interaction,performance,other,并行模式调节kfold对top5_accuracy的效应,-0.0013028846153846363,-0.0036776582924449145,0.001071889061675642,True,
hyperparam_kfold_x_is_parallel,perf_top20_accuracy,0.3000000119209289,moderation,False,strong,interaction,performance,other,并行模式调节kfold对top20_accuracy的效应,-0.0005721153846153237,-0.002806094877858883,0.0016618641086282356,True,
hyperparam_alpha,perf_top1_accuracy,0.3000000119209289,main_effect,False,strong,hyperparam,performance,other,alpha直接影响top1_accuracy,0.0010666666666666602,-0.0011431071779709426,0.003276440511304263,True,
hyperparam_kfold,perf_top20_accuracy,0.3000000119209289,main_effect,False,strong,hyperparam,performance,other,kfold直接影响top20_accuracy,0.0006826923076924674,-0.0014962958380418095,0.002861680453426744,True,
hyperparam_kfold_x_is_parallel,energy_gpu_total_joules,0.3000000119209289,moderation,True,strong,interaction,energy,Q1,并行模式调节kfold对gpu_total_joules的效应,21670.64735576923,2298.157750611881,41043.13696092658,True,
energy_gpu_min_watts,perf_top1_accuracy,0.3000000119209289,irrelevant,False,strong,mediator,performance,Q2,gpu_min_watts → top1_accuracy,0.000444444444444414,-0.0011029902771942368,0.001991879166083065,True,
energy_gpu_max_watts,energy_gpu_avg_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_avg_watts,31.926607871204922,22.40073316415087,41.45248257825897,True,
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts,31.325351105851595,21.92245987086894,40.72824234083425,True,
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_max_watts,32.426689723320195,22.130775154304345,42.722604292336044,True,
energy_cpu_ram_joules,energy_gpu_total_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules,25947.712888888902,15608.812855764127,36286.61292201368,True,
hyperparam_alpha_x_is_parallel,perf_top20_accuracy,0.3000000119209289,moderation,False,strong,interaction,performance,other,并行模式调节alpha对top20_accuracy的效应,-0.00033333333333340764,-0.001703776894942407,0.0010371102282755917,True,
hyperparam_kfold_x_is_parallel,energy_gpu_util_avg_percent,0.3000000119209289,moderation,False,strong,interaction,mediator,other,并行模式调节kfold对gpu_util_avg_percent的效应,-0.1720342709031666,-2.1187272670047195,1.7746587251983865,True,
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_pkg_joules,21691.83111111111,15716.599596470558,27667.062625751663,True,
energy_cpu_total_joules,energy_cpu_ram_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules,782.5695555555556,557.1797487365311,1007.95936237458,True,
energy_gpu_min_watts,energy_gpu_avg_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_avg_watts,31.756325127069346,22.205634922113695,41.307015332024996,True,
energy_cpu_total_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,21879.02755555554,15933.665358379529,27824.389752731557,True,
hyperparam_alpha_x_is_parallel,perf_top1_accuracy,0.3000000119209289,moderation,False,strong,interaction,performance,other,并行模式调节alpha对top1_accuracy的效应,0.0007999999999999674,-0.0014251731518144174,0.0030251731518143522,True,
energy_gpu_util_max_percent,energy_gpu_min_watts,0.3000000119209289,mediator,True,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_min_watts,,,,True,
